"Date","Source","Site.ID","POC","Daily.Mean.PM2.5.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2019-01-03,"AQS",370110002,1,1.6,"ug/m3 LC",7,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-06,"AQS",370110002,1,1,"ug/m3 LC",4,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-09,"AQS",370110002,1,1.3,"ug/m3 LC",5,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-12,"AQS",370110002,1,6.3,"ug/m3 LC",26,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-15,"AQS",370110002,1,2.6,"ug/m3 LC",11,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-18,"AQS",370110002,1,1.2,"ug/m3 LC",5,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-21,"AQS",370110002,1,1.5,"ug/m3 LC",6,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-24,"AQS",370110002,1,1.5,"ug/m3 LC",6,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-27,"AQS",370110002,1,3.7,"ug/m3 LC",15,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-30,"AQS",370110002,1,1.6,"ug/m3 LC",7,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-02,"AQS",370110002,1,3.3,"ug/m3 LC",14,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-05,"AQS",370110002,1,4.7,"ug/m3 LC",20,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-08,"AQS",370110002,1,1.9,"ug/m3 LC",8,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-11,"AQS",370110002,1,2.4,"ug/m3 LC",10,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-14,"AQS",370110002,1,1.8,"ug/m3 LC",8,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-17,"AQS",370110002,1,2.3,"ug/m3 LC",10,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-20,"AQS",370110002,1,0.7,"ug/m3 LC",3,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-23,"AQS",370110002,1,0.3,"ug/m3 LC",1,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-02-26,"AQS",370110002,1,2.7,"ug/m3 LC",11,"Linville Falls",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",NA,"",37,"North Carolina",11,"Avery",35.972347,-81.933072
2019-01-03,"AQS",370210034,1,2.6,"ug/m3 LC",11,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-09,"AQS",370210034,1,1.4,"ug/m3 LC",6,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-15,"AQS",370210034,1,3.6,"ug/m3 LC",15,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-21,"AQS",370210034,1,4.2,"ug/m3 LC",18,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-27,"AQS",370210034,1,15.3,"ug/m3 LC",58,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-02,"AQS",370210034,1,10.5,"ug/m3 LC",44,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-08,"AQS",370210034,1,3,"ug/m3 LC",13,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-14,"AQS",370210034,1,5.7,"ug/m3 LC",24,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-20,"AQS",370210034,1,2.2,"ug/m3 LC",9,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-26,"AQS",370210034,1,8.7,"ug/m3 LC",36,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-03-04,"AQS",370210034,1,5,"ug/m3 LC",21,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-03-10,"AQS",370210034,1,4.3,"ug/m3 LC",18,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-03-16,"AQS",370210034,1,3,"ug/m3 LC",13,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-03-22,"AQS",370210034,1,3.9,"ug/m3 LC",16,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-03-28,"AQS",370210034,1,7.1,"ug/m3 LC",30,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-04-09,"AQS",370210034,1,3.2,"ug/m3 LC",13,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-04-15,"AQS",370210034,1,1.9,"ug/m3 LC",8,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-04-21,"AQS",370210034,1,1.4,"ug/m3 LC",6,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-04-27,"AQS",370210034,1,4.8,"ug/m3 LC",20,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-05-03,"AQS",370210034,1,6.9,"ug/m3 LC",29,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-05-21,"AQS",370210034,1,7.2,"ug/m3 LC",30,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-05-27,"AQS",370210034,1,11,"ug/m3 LC",46,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-06-02,"AQS",370210034,1,12.3,"ug/m3 LC",51,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-06-08,"AQS",370210034,1,2.7,"ug/m3 LC",11,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-06-14,"AQS",370210034,1,5.1,"ug/m3 LC",21,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-06-20,"AQS",370210034,1,4.7,"ug/m3 LC",20,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-06-26,"AQS",370210034,1,7,"ug/m3 LC",29,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-07-02,"AQS",370210034,1,8.9,"ug/m3 LC",37,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-07-08,"AQS",370210034,1,9.5,"ug/m3 LC",40,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-07-14,"AQS",370210034,1,4.2,"ug/m3 LC",18,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-07-20,"AQS",370210034,1,5.9,"ug/m3 LC",25,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-07-26,"AQS",370210034,1,8.7,"ug/m3 LC",36,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-08-07,"AQS",370210034,1,8.4,"ug/m3 LC",35,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-08-13,"AQS",370210034,1,11,"ug/m3 LC",46,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-08-19,"AQS",370210034,1,9,"ug/m3 LC",38,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-08-25,"AQS",370210034,1,4.6,"ug/m3 LC",19,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-08-31,"AQS",370210034,1,9.3,"ug/m3 LC",39,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-09-06,"AQS",370210034,1,7.6,"ug/m3 LC",32,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-09-12,"AQS",370210034,1,10.8,"ug/m3 LC",45,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-09-18,"AQS",370210034,1,8.6,"ug/m3 LC",36,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-09-24,"AQS",370210034,1,6.7,"ug/m3 LC",28,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-09-30,"AQS",370210034,1,11.1,"ug/m3 LC",46,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-01,"AQS",370210034,3,1.5,"ug/m3 LC",6,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-02,"AQS",370210034,3,5.6,"ug/m3 LC",23,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-03,"AQS",370210034,3,2.4,"ug/m3 LC",10,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-04,"AQS",370210034,3,2.3,"ug/m3 LC",10,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-05,"AQS",370210034,3,1.1,"ug/m3 LC",5,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-06,"AQS",370210034,3,4.4,"ug/m3 LC",18,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-07,"AQS",370210034,3,7.4,"ug/m3 LC",31,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-08,"AQS",370210034,3,6.3,"ug/m3 LC",26,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-09,"AQS",370210034,3,0,"ug/m3 LC",0,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-10,"AQS",370210034,3,3.4,"ug/m3 LC",14,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-11,"AQS",370210034,3,6.4,"ug/m3 LC",27,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-12,"AQS",370210034,3,8.9,"ug/m3 LC",37,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-13,"AQS",370210034,3,5.5,"ug/m3 LC",23,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-14,"AQS",370210034,3,1.1,"ug/m3 LC",5,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-15,"AQS",370210034,3,2.4,"ug/m3 LC",10,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-16,"AQS",370210034,3,4.5,"ug/m3 LC",19,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-17,"AQS",370210034,3,8.3,"ug/m3 LC",35,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-18,"AQS",370210034,3,7.4,"ug/m3 LC",31,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-19,"AQS",370210034,3,5.2,"ug/m3 LC",22,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-20,"AQS",370210034,3,0.8,"ug/m3 LC",3,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-21,"AQS",370210034,3,2.3,"ug/m3 LC",10,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-22,"AQS",370210034,3,5.7,"ug/m3 LC",24,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-23,"AQS",370210034,3,3.4,"ug/m3 LC",14,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-24,"AQS",370210034,3,0.6,"ug/m3 LC",3,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-25,"AQS",370210034,3,4.7,"ug/m3 LC",20,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-26,"AQS",370210034,3,7.7,"ug/m3 LC",32,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-27,"AQS",370210034,3,15.5,"ug/m3 LC",58,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-28,"AQS",370210034,3,14.1,"ug/m3 LC",55,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-29,"AQS",370210034,3,6.7,"ug/m3 LC",28,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-30,"AQS",370210034,3,2.4,"ug/m3 LC",10,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-01-31,"AQS",370210034,3,5.3,"ug/m3 LC",22,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-01,"AQS",370210034,3,12.8,"ug/m3 LC",52,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-02,"AQS",370210034,3,10.4,"ug/m3 LC",43,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-03,"AQS",370210034,3,17.8,"ug/m3 LC",63,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-04,"AQS",370210034,3,13.4,"ug/m3 LC",54,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-05,"AQS",370210034,3,9.9,"ug/m3 LC",41,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-06,"AQS",370210034,3,9.1,"ug/m3 LC",38,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-07,"AQS",370210034,3,4.5,"ug/m3 LC",19,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-08,"AQS",370210034,3,1.6,"ug/m3 LC",7,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-09,"AQS",370210034,3,2.7,"ug/m3 LC",11,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-10,"AQS",370210034,3,6.8,"ug/m3 LC",28,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-11,"AQS",370210034,3,9.4,"ug/m3 LC",39,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-12,"AQS",370210034,3,0.8,"ug/m3 LC",3,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-13,"AQS",370210034,3,0.1,"ug/m3 LC",0,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-14,"AQS",370210034,3,5.6,"ug/m3 LC",23,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-15,"AQS",370210034,3,7.3,"ug/m3 LC",30,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-16,"AQS",370210034,3,2.4,"ug/m3 LC",10,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-17,"AQS",370210034,3,3.5,"ug/m3 LC",15,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-18,"AQS",370210034,3,2,"ug/m3 LC",8,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-19,"AQS",370210034,3,6.7,"ug/m3 LC",28,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-20,"AQS",370210034,3,0.5,"ug/m3 LC",2,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-21,"AQS",370210034,3,2.3,"ug/m3 LC",10,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-22,"AQS",370210034,3,0.3,"ug/m3 LC",1,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-23,"AQS",370210034,3,0.2,"ug/m3 LC",1,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-24,"AQS",370210034,3,0.1,"ug/m3 LC",0,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-25,"AQS",370210034,3,1,"ug/m3 LC",4,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-26,"AQS",370210034,3,8.2,"ug/m3 LC",34,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-27,"AQS",370210034,3,12.2,"ug/m3 LC",51,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-02-28,"AQS",370210034,3,9,"ug/m3 LC",38,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
2019-03-01,"AQS",370210034,3,5.2,"ug/m3 LC",22,"Board Of Ed. Bldg.",1,100,88101,"PM2.5 - Local Conditions",11700,"Asheville, NC",37,"North Carolina",21,"Buncombe",35.6062000008935,-82.5844
