"Date","Source","Site.ID","POC","Daily.Mean.PM2.5.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
2019-01-09,"AQS",370510009,3,6.1,"ug/m3 LC",25,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-10,"AQS",370510009,3,5.5,"ug/m3 LC",23,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-11,"AQS",370510009,3,5.9,"ug/m3 LC",25,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-12,"AQS",370510009,3,9.8,"ug/m3 LC",41,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-13,"AQS",370510009,3,2.4,"ug/m3 LC",10,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-14,"AQS",370510009,3,5,"ug/m3 LC",21,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-15,"AQS",370510009,3,13.6,"ug/m3 LC",54,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-16,"AQS",370510009,3,15.9,"ug/m3 LC",59,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-17,"AQS",370510009,3,14.1,"ug/m3 LC",55,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-18,"AQS",370510009,3,14.3,"ug/m3 LC",56,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-19,"AQS",370510009,3,9.3,"ug/m3 LC",39,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-20,"AQS",370510009,3,2.4,"ug/m3 LC",10,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-21,"AQS",370510009,3,2.7,"ug/m3 LC",11,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-22,"AQS",370510009,3,6.7,"ug/m3 LC",28,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-23,"AQS",370510009,3,7.7,"ug/m3 LC",32,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-24,"AQS",370510009,3,0.5,"ug/m3 LC",2,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-25,"AQS",370510009,3,7,"ug/m3 LC",29,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-26,"AQS",370510009,3,16.9,"ug/m3 LC",61,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-27,"AQS",370510009,3,21.5,"ug/m3 LC",71,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-28,"AQS",370510009,3,7.3,"ug/m3 LC",30,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-29,"AQS",370510009,3,6.9,"ug/m3 LC",29,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-30,"AQS",370510009,3,4.6,"ug/m3 LC",19,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-01-31,"AQS",370510009,3,6.1,"ug/m3 LC",25,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-01,"AQS",370510009,3,10.6,"ug/m3 LC",44,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-02,"AQS",370510009,3,14.5,"ug/m3 LC",56,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-03,"AQS",370510009,3,12.3,"ug/m3 LC",51,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-04,"AQS",370510009,3,10,"ug/m3 LC",42,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-05,"AQS",370510009,3,11.1,"ug/m3 LC",46,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-06,"AQS",370510009,3,14.7,"ug/m3 LC",56,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-07,"AQS",370510009,3,11,"ug/m3 LC",46,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-08,"AQS",370510009,3,6,"ug/m3 LC",25,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-09,"AQS",370510009,3,3.3,"ug/m3 LC",14,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-10,"AQS",370510009,3,6.1,"ug/m3 LC",25,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-11,"AQS",370510009,3,6.7,"ug/m3 LC",28,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-12,"AQS",370510009,3,5.7,"ug/m3 LC",24,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-13,"AQS",370510009,3,1.3,"ug/m3 LC",5,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-14,"AQS",370510009,3,3.6,"ug/m3 LC",15,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-15,"AQS",370510009,3,8.2,"ug/m3 LC",34,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-16,"AQS",370510009,3,4.8,"ug/m3 LC",20,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-17,"AQS",370510009,3,7,"ug/m3 LC",29,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-18,"AQS",370510009,3,2.3,"ug/m3 LC",10,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-19,"AQS",370510009,3,4.5,"ug/m3 LC",19,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-20,"AQS",370510009,3,3.7,"ug/m3 LC",15,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-21,"AQS",370510009,3,5,"ug/m3 LC",21,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-22,"AQS",370510009,3,4.4,"ug/m3 LC",18,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-23,"AQS",370510009,3,1.1,"ug/m3 LC",5,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-24,"AQS",370510009,3,3,"ug/m3 LC",13,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-25,"AQS",370510009,3,2.8,"ug/m3 LC",12,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-26,"AQS",370510009,3,8.2,"ug/m3 LC",34,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-27,"AQS",370510009,3,9,"ug/m3 LC",38,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-02-28,"AQS",370510009,3,12,"ug/m3 LC",50,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-01,"AQS",370510009,3,9.9,"ug/m3 LC",41,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-02,"AQS",370510009,3,3.7,"ug/m3 LC",15,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-03,"AQS",370510009,3,5.4,"ug/m3 LC",23,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-04,"AQS",370510009,3,5.9,"ug/m3 LC",25,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-05,"AQS",370510009,3,4.5,"ug/m3 LC",19,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-06,"AQS",370510009,3,6.8,"ug/m3 LC",28,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-07,"AQS",370510009,3,8.2,"ug/m3 LC",34,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-08,"AQS",370510009,3,11.2,"ug/m3 LC",47,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-09,"AQS",370510009,3,10.3,"ug/m3 LC",43,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-10,"AQS",370510009,3,7.4,"ug/m3 LC",31,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-11,"AQS",370510009,3,2.6,"ug/m3 LC",11,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-12,"AQS",370510009,3,4.5,"ug/m3 LC",19,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-13,"AQS",370510009,3,9,"ug/m3 LC",38,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-14,"AQS",370510009,3,7.9,"ug/m3 LC",33,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-15,"AQS",370510009,3,6,"ug/m3 LC",25,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-16,"AQS",370510009,3,3.8,"ug/m3 LC",16,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-17,"AQS",370510009,3,7.5,"ug/m3 LC",31,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-18,"AQS",370510009,3,8.8,"ug/m3 LC",37,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-19,"AQS",370510009,3,7,"ug/m3 LC",29,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-20,"AQS",370510009,3,7.3,"ug/m3 LC",30,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-21,"AQS",370510009,3,3.3,"ug/m3 LC",14,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-22,"AQS",370510009,3,3.5,"ug/m3 LC",15,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-23,"AQS",370510009,3,4.3,"ug/m3 LC",18,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-24,"AQS",370510009,3,9.8,"ug/m3 LC",41,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-25,"AQS",370510009,3,8.5,"ug/m3 LC",35,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-26,"AQS",370510009,3,7,"ug/m3 LC",29,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-27,"AQS",370510009,3,3.9,"ug/m3 LC",16,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-28,"AQS",370510009,3,4.2,"ug/m3 LC",18,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-29,"AQS",370510009,3,7.5,"ug/m3 LC",31,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-30,"AQS",370510009,3,7.4,"ug/m3 LC",31,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-03-31,"AQS",370510009,3,3.4,"ug/m3 LC",14,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-01,"AQS",370510009,3,2.7,"ug/m3 LC",11,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-02,"AQS",370510009,3,4.9,"ug/m3 LC",20,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-03,"AQS",370510009,3,6.2,"ug/m3 LC",26,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-04,"AQS",370510009,3,7.6,"ug/m3 LC",32,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-05,"AQS",370510009,3,4.8,"ug/m3 LC",20,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-06,"AQS",370510009,3,5.3,"ug/m3 LC",22,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-07,"AQS",370510009,3,7.9,"ug/m3 LC",33,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-08,"AQS",370510009,3,6.6,"ug/m3 LC",28,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-09,"AQS",370510009,3,6.7,"ug/m3 LC",28,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-10,"AQS",370510009,3,5.6,"ug/m3 LC",23,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-12,"AQS",370510009,3,4.3,"ug/m3 LC",18,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-13,"AQS",370510009,3,4.9,"ug/m3 LC",20,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-14,"AQS",370510009,3,4.2,"ug/m3 LC",18,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-15,"AQS",370510009,3,2.5,"ug/m3 LC",10,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-16,"AQS",370510009,3,3.8,"ug/m3 LC",16,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-18,"AQS",370510009,3,8.9,"ug/m3 LC",37,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-19,"AQS",370510009,3,5.3,"ug/m3 LC",22,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-20,"AQS",370510009,3,0.8,"ug/m3 LC",3,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-21,"AQS",370510009,3,2,"ug/m3 LC",8,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-22,"AQS",370510009,3,4,"ug/m3 LC",17,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-23,"AQS",370510009,3,9.6,"ug/m3 LC",40,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-24,"AQS",370510009,3,10.4,"ug/m3 LC",43,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-25,"AQS",370510009,3,13.1,"ug/m3 LC",53,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-26,"AQS",370510009,3,5.6,"ug/m3 LC",23,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-27,"AQS",370510009,3,6.5,"ug/m3 LC",27,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-28,"AQS",370510009,3,10,"ug/m3 LC",42,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-29,"AQS",370510009,3,10.2,"ug/m3 LC",43,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-04-30,"AQS",370510009,3,9.2,"ug/m3 LC",38,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-01,"AQS",370510009,3,6.8,"ug/m3 LC",28,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-02,"AQS",370510009,3,6,"ug/m3 LC",25,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-03,"AQS",370510009,3,4.8,"ug/m3 LC",20,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-04,"AQS",370510009,3,5.4,"ug/m3 LC",23,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-05,"AQS",370510009,3,3.9,"ug/m3 LC",16,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-06,"AQS",370510009,3,3.8,"ug/m3 LC",16,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-07,"AQS",370510009,3,3.7,"ug/m3 LC",15,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-08,"AQS",370510009,3,5.2,"ug/m3 LC",22,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-09,"AQS",370510009,3,4.2,"ug/m3 LC",18,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-10,"AQS",370510009,3,5.2,"ug/m3 LC",22,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-11,"AQS",370510009,3,5.5,"ug/m3 LC",23,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-12,"AQS",370510009,3,4.4,"ug/m3 LC",18,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-13,"AQS",370510009,3,3.2,"ug/m3 LC",13,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-14,"AQS",370510009,3,1.8,"ug/m3 LC",8,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-15,"AQS",370510009,3,7.5,"ug/m3 LC",31,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-16,"AQS",370510009,3,10.3,"ug/m3 LC",43,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-17,"AQS",370510009,3,12,"ug/m3 LC",50,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-18,"AQS",370510009,3,12.3,"ug/m3 LC",51,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-19,"AQS",370510009,3,10,"ug/m3 LC",42,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
2019-05-22,"AQS",370510009,3,8,"ug/m3 LC",33,"William Owen School",1,100,88101,"PM2.5 - Local Conditions",22180,"Fayetteville, NC",37,"North Carolina",51,"Cumberland",35.041416,-78.953112
